#Software: Microsoft Log Parser
#Version: 1.0
#Date: 2014-09-01 00:57:00
#Fields: LogFilename RecordNumber ComputerName SiteID DateTime ClientIpAddress ServerIpAddress ServerPort Method ProtocolVersion ProtocolStatus SubStatus TimeTaken BytesSent BytesReceived Win32Status UriStem UriQuery UserName
d:\iislog\W3SVC\ra140831.ibl 209946 USER-1A7617C508 132273000 2014-08-31 06:16:17 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 304 802 0 /dede/makehtml_list_action.php gotype=&uppage=0&maxpagesize=50&typeid=0&pageno=8&isremote=0&serviterm= -
d:\iislog\W3SVC\ra140831.ibl 209961 USER-1A7617C508 132273000 2014-08-31 06:16:18 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4637 645 0 /dede/makehtml_archives.php - -
d:\iislog\W3SVC\ra140831.ibl 209975 USER-1A7617C508 132273000 2014-08-31 06:16:19 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 1116 696 0 /dede/makehtml_archives_action.php typeid=0&startid=&endid=&pagesize=20 -
d:\iislog\W3SVC\ra140831.ibl 209987 USER-1A7617C508 132273000 2014-08-31 06:16:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 2974 640 0 /dede/sys_cache_up.php - -
d:\iislog\W3SVC\ra140831.ibl 209998 USER-1A7617C508 132273000 2014-08-31 06:16:23 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 1272 652 0 /dede/sys_cache_up.php dopost=ok -
d:\iislog\W3SVC\ra140831.ibl 210006 USER-1A7617C508 132273000 2014-08-31 06:16:24 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 1257 677 0 /dede/sys_cache_up.php dopost=ok&step=2&uparc=0 -
d:\iislog\W3SVC\ra140831.ibl 210013 USER-1A7617C508 132273000 2014-08-31 06:16:25 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 604 692 0 /dede/sys_cache_up.php dopost=ok&step=3&uparc=0 -
d:\iislog\W3SVC\ra140831.ibl 210018 USER-1A7617C508 132273000 2014-08-31 06:16:26 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1031 1083 693 0 /dede/sys_cache_up.php dopost=ok&step=-1&uparc=0 -
d:\iislog\W3SVC\ra140831.ibl 210024 USER-1A7617C508 132273000 2014-08-31 06:16:27 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4422 640 0 /dede/makehtml_all.php - -
d:\iislog\W3SVC\ra140831.ibl 210031 USER-1A7617C508 132273000 2014-08-31 06:16:28 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1302 823 0 /dede/makehtml_all.php - -
d:\iislog\W3SVC\ra140831.ibl 210039 USER-1A7617C508 132273000 2014-08-31 06:16:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 1315 692 0 /dede/makehtml_all.php action=make&step=2&uptype=time&mkvalue=1409414400 -
d:\iislog\W3SVC\ra140831.ibl 210047 USER-1A7617C508 132273000 2014-08-31 06:16:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 1308 742 0 /dede/makehtml_all.php action=make&step=3&uptype=time&mkvalue=1409414400 -
d:\iislog\W3SVC\ra140831.ibl 210057 USER-1A7617C508 132273000 2014-08-31 06:16:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 1246 742 0 /dede/makehtml_all.php action=make&step=4&uptype=time&mkvalue=1409414400 -
d:\iislog\W3SVC\ra140831.ibl 210079 USER-1A7617C508 132273000 2014-08-31 06:16:32 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 304 713 0 /dede/makehtml_list_action.php gotype=mkall -
d:\iislog\W3SVC\ra140831.ibl 210136 USER-1A7617C508 132273000 2014-08-31 06:16:42 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4998 645 0 /dede/makehtml_homepage.php - -
d:\iislog\W3SVC\ra140831.ibl 210163 USER-1A7617C508 132273000 2014-08-31 06:16:45 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 348 867 0 /dede/makehtml_homepage.php - -
d:\iislog\W3SVC\ra140831.ibl 210173 USER-1A7617C508 132273000 2014-08-31 06:16:46 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 250 94345 608 0 /index.php - -
d:\iislog\W3SVC\ra140831.ibl 210220 USER-1A7617C508 132273000 2014-08-31 06:16:52 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 359 95681 629 0 /a/wenzhangnarong/zuixinwenzhang/20140831/1.html - -
d:\iislog\W3SVC\ra140831.ibl 210221 USER-1A7617C508 132273000 2014-08-31 06:16:52 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 343 57598 647 0 /templets/moban1/style/jquery.js - -
d:\iislog\W3SVC\ra140831.ibl 210224 USER-1A7617C508 132273000 2014-08-31 06:16:52 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 359 59367 647 0 /templets/moban1/style/editor.js - -
d:\iislog\W3SVC\ra140831.ibl 210726 USER-1A7617C508 132273000 2014-08-31 06:17:39 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 640 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 210763 USER-1A7617C508 132273000 2014-08-31 06:17:43 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 4864 674 0 /dede/catalog_edit.php dopost=time&id=9 -
d:\iislog\W3SVC\ra140831.ibl 210846 USER-1A7617C508 132273000 2014-08-31 06:17:46 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 22704 647 0 /dede/catalog_edit.php id=9 -
d:\iislog\W3SVC\ra140831.ibl 210993 USER-1A7617C508 132273000 2014-08-31 06:18:01 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 1339 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 210995 USER-1A7617C508 132273000 2014-08-31 06:18:02 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 642 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211000 USER-1A7617C508 132273000 2014-08-31 06:18:04 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4848 674 0 /dede/catalog_edit.php dopost=time&id=9 -
d:\iislog\W3SVC\ra140831.ibl 211012 USER-1A7617C508 132273000 2014-08-31 06:18:05 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 22688 647 0 /dede/catalog_edit.php id=9 -
d:\iislog\W3SVC\ra140831.ibl 211159 USER-1A7617C508 132273000 2014-08-31 06:18:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 640 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211178 USER-1A7617C508 132273000 2014-08-31 06:18:34 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4881 675 0 /dede/catalog_edit.php dopost=time&id=11 -
d:\iislog\W3SVC\ra140831.ibl 211190 USER-1A7617C508 132273000 2014-08-31 06:18:36 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 22719 648 0 /dede/catalog_edit.php id=11 -
d:\iislog\W3SVC\ra140831.ibl 211216 USER-1A7617C508 132273000 2014-08-31 06:18:40 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 640 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211221 USER-1A7617C508 132273000 2014-08-31 06:18:42 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 336 667 0 /dede/catalog_do.php cid=11&dopost=listArchives -
d:\iislog\W3SVC\ra140831.ibl 211222 USER-1A7617C508 132273000 2014-08-31 06:18:42 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 6860 661 0 /dede/content_list.php channelid=1&cid=11 -
d:\iislog\W3SVC\ra140831.ibl 211234 USER-1A7617C508 132273000 2014-08-31 06:18:43 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 335 697 0 /dede/catalog_do.php channelid=1&cid=11&dopost=addArchives -
d:\iislog\W3SVC\ra140831.ibl 211235 USER-1A7617C508 132273000 2014-08-31 06:18:43 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 25706 679 0 /dede/article_add.php channelid=1&cid=11 -
d:\iislog\W3SVC\ra140831.ibl 211238 USER-1A7617C508 132273000 2014-08-31 06:18:44 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 13166 640 0 /images/swfupload/swfupload.swf preventswfcaching=1409465769321 -
d:\iislog\W3SVC\ra140831.ibl 211260 USER-1A7617C508 132273000 2014-08-31 06:18:49 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 247 704 0 /dede/article_test_title.php t=阿里的开始过间谍飞哥 -
d:\iislog\W3SVC\ra140831.ibl 211311 USER-1A7617C508 132273000 2014-08-31 06:18:57 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 109 2287 4462 0 /dede/article_add.php - -
d:\iislog\W3SVC\ra140831.ibl 211312 USER-1A7617C508 132273000 2014-08-31 06:18:57 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 1186 679 0 /dede/task_do.php typeid=11&aid=2&dopost=makeprenext&nextdo= -
d:\iislog\W3SVC\ra140831.ibl 211358 USER-1A7617C508 132273000 2014-08-31 06:19:00 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 187 95631 639 0 /a/wenzhangnarong/suijiwenzhang/20140831/2.html - -
d:\iislog\W3SVC\ra140831.ibl 211409 USER-1A7617C508 132273000 2014-08-31 06:19:05 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 546 2268 688 0 /templets/moban1/images/logo.gif - -
d:\iislog\W3SVC\ra140831.ibl 211421 USER-1A7617C508 132273000 2014-08-31 06:19:06 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1421 2861 686 0 /templets/moban1/images/14.gif - -
d:\iislog\W3SVC\ra140831.ibl 211425 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1468 3566 685 0 /templets/moban1/images/a.gif - -
d:\iislog\W3SVC\ra140831.ibl 211426 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 640 3368 685 0 /templets/moban1/images/b.gif - -
d:\iislog\W3SVC\ra140831.ibl 211427 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 2140 12553 670 0 /templets/moban1/style/sdcms.js - -
d:\iislog\W3SVC\ra140831.ibl 211428 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 250 1881 686 0 /templets/moban1/images/12.gif - -
d:\iislog\W3SVC\ra140831.ibl 211429 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 234 2344 686 0 /templets/moban1/images/13.gif - -
d:\iislog\W3SVC\ra140831.ibl 211430 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 250 1485 686 0 /templets/moban1/images/11.gif - -
d:\iislog\W3SVC\ra140831.ibl 211433 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 2406 22574 651 0 /templets/moban1/style/sdcms.css - -
d:\iislog\W3SVC\ra140831.ibl 211434 USER-1A7617C508 132273000 2014-08-31 06:19:07 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 250 3127 686 0 /templets/moban1/images/15.gif - -
d:\iislog\W3SVC\ra140831.ibl 211452 USER-1A7617C508 132273000 2014-08-31 06:19:08 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 3531 95629 664 0 /a/wenzhangnarong/suijiwenzhang/20140831/2.html - -
d:\iislog\W3SVC\ra140831.ibl 211453 USER-1A7617C508 132273000 2014-08-31 06:19:08 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 3500 57598 671 0 /templets/moban1/style/jquery.js - -
d:\iislog\W3SVC\ra140831.ibl 211454 USER-1A7617C508 132273000 2014-08-31 06:19:08 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 3531 59367 671 0 /templets/moban1/style/editor.js - -
d:\iislog\W3SVC\ra140831.ibl 211455 USER-1A7617C508 132273000 2014-08-31 06:19:08 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 381 687 0 /templets/moban1/images/nav.gif - -
d:\iislog\W3SVC\ra140831.ibl 211457 USER-1A7617C508 132273000 2014-08-31 06:19:09 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 593 26905 689 0 /templets/moban1/images/sdcms.gif - -
d:\iislog\W3SVC\ra140831.ibl 211467 USER-1A7617C508 132273000 2014-08-31 06:19:10 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 0 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 211518 USER-1A7617C508 132273000 2014-08-31 06:19:22 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 640 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211547 USER-1A7617C508 132273000 2014-08-31 06:19:27 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4848 674 0 /dede/catalog_edit.php dopost=time&id=9 -
d:\iislog\W3SVC\ra140831.ibl 211556 USER-1A7617C508 132273000 2014-08-31 06:19:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 22688 647 0 /dede/catalog_edit.php id=9 -
d:\iislog\W3SVC\ra140831.ibl 211745 USER-1A7617C508 132273000 2014-08-31 06:19:51 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 640 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211757 USER-1A7617C508 132273000 2014-08-31 06:19:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4882 675 0 /dede/catalog_edit.php dopost=time&id=10 -
d:\iislog\W3SVC\ra140831.ibl 211797 USER-1A7617C508 132273000 2014-08-31 06:20:01 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 941 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 211800 USER-1A7617C508 132273000 2014-08-31 06:20:02 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 23689 642 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211814 USER-1A7617C508 132273000 2014-08-31 06:20:05 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4881 675 0 /dede/catalog_edit.php dopost=time&id=11 -
d:\iislog\W3SVC\ra140831.ibl 211879 USER-1A7617C508 132273000 2014-08-31 06:20:11 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 31 1188 942 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 211886 USER-1A7617C508 132273000 2014-08-31 06:20:12 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 23689 642 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211914 USER-1A7617C508 132273000 2014-08-31 06:20:13 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4883 675 0 /dede/catalog_edit.php dopost=time&id=12 -
d:\iislog\W3SVC\ra140831.ibl 211937 USER-1A7617C508 132273000 2014-08-31 06:20:19 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 31 1188 942 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 211941 USER-1A7617C508 132273000 2014-08-31 06:20:20 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 642 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 211958 USER-1A7617C508 132273000 2014-08-31 06:20:21 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4885 675 0 /dede/catalog_edit.php dopost=time&id=13 -
d:\iislog\W3SVC\ra140831.ibl 212012 USER-1A7617C508 132273000 2014-08-31 06:20:27 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 1188 942 0 /dede/catalog_edit.php - -
d:\iislog\W3SVC\ra140831.ibl 212028 USER-1A7617C508 132273000 2014-08-31 06:20:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 642 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 212071 USER-1A7617C508 132273000 2014-08-31 06:20:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 336 667 0 /dede/catalog_do.php cid=10&dopost=listArchives -
d:\iislog\W3SVC\ra140831.ibl 212075 USER-1A7617C508 132273000 2014-08-31 06:20:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 7993 661 0 /dede/content_list.php channelid=1&cid=10 -
d:\iislog\W3SVC\ra140831.ibl 212076 USER-1A7617C508 132273000 2014-08-31 06:20:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 1346 678 0 /dede/images/part-list.gif - -
d:\iislog\W3SVC\ra140831.ibl 212077 USER-1A7617C508 132273000 2014-08-31 06:20:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 894 673 0 /dede/images/trun.gif - -
d:\iislog\W3SVC\ra140831.ibl 212078 USER-1A7617C508 132273000 2014-08-31 06:20:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 931 677 0 /dede/images/gtk-edit.png - -
d:\iislog\W3SVC\ra140831.ibl 212103 USER-1A7617C508 132273000 2014-08-31 06:20:33 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 335 697 0 /dede/catalog_do.php channelid=1&cid=10&dopost=addArchives -
d:\iislog\W3SVC\ra140831.ibl 212104 USER-1A7617C508 132273000 2014-08-31 06:20:33 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 93 25707 679 0 /dede/article_add.php channelid=1&cid=10 -
d:\iislog\W3SVC\ra140831.ibl 212109 USER-1A7617C508 132273000 2014-08-31 06:20:34 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 13166 640 0 /images/swfupload/swfupload.swf preventswfcaching=1409465878962 -
d:\iislog\W3SVC\ra140831.ibl 212145 USER-1A7617C508 132273000 2014-08-31 06:20:36 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 247 700 0 /dede/article_test_title.php t=是东方红的房间费 -
d:\iislog\W3SVC\ra140831.ibl 212183 USER-1A7617C508 132273000 2014-08-31 06:20:40 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 125 2257 4409 0 /dede/article_add.php - -
d:\iislog\W3SVC\ra140831.ibl 212188 USER-1A7617C508 132273000 2014-08-31 06:20:40 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 78 1186 679 0 /dede/task_do.php typeid=10&aid=3&dopost=makeprenext&nextdo= -
d:\iislog\W3SVC\ra140831.ibl 212474 USER-1A7617C508 132273000 2014-08-31 06:21:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 312 9827 641 0 /dede/templets_main.php - -
d:\iislog\W3SVC\ra140831.ibl 212502 USER-1A7617C508 132273000 2014-08-31 06:21:36 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 359 31720 688 0 /dede/tpl.php action=edit&acdir=moban1&filename=article_article.htm -
d:\iislog\W3SVC\ra140831.ibl 212887 USER-1A7617C508 132273000 2014-08-31 06:22:27 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 296 2268 688 0 /templets/moban1/images/logo.gif - -
d:\iislog\W3SVC\ra140831.ibl 212888 USER-1A7617C508 132273000 2014-08-31 06:22:27 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 421 2861 686 0 /templets/moban1/images/14.gif - -
d:\iislog\W3SVC\ra140831.ibl 212889 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 437 3566 685 0 /templets/moban1/images/a.gif - -
d:\iislog\W3SVC\ra140831.ibl 212891 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 437 3368 685 0 /templets/moban1/images/b.gif - -
d:\iislog\W3SVC\ra140831.ibl 212892 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 937 12553 670 0 /templets/moban1/style/sdcms.js - -
d:\iislog\W3SVC\ra140831.ibl 212893 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 312 1881 686 0 /templets/moban1/images/12.gif - -
d:\iislog\W3SVC\ra140831.ibl 212894 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 296 2344 686 0 /templets/moban1/images/13.gif - -
d:\iislog\W3SVC\ra140831.ibl 212895 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 250 1485 686 0 /templets/moban1/images/11.gif - -
d:\iislog\W3SVC\ra140831.ibl 212896 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 1218 22574 651 0 /templets/moban1/style/sdcms.css - -
d:\iislog\W3SVC\ra140831.ibl 212897 USER-1A7617C508 132273000 2014-08-31 06:22:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 218 3127 686 0 /templets/moban1/images/15.gif - -
d:\iislog\W3SVC\ra140831.ibl 212902 USER-1A7617C508 132273000 2014-08-31 06:22:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 2578 57598 671 0 /templets/moban1/style/jquery.js - -
d:\iislog\W3SVC\ra140831.ibl 212903 USER-1A7617C508 132273000 2014-08-31 06:22:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 2640 59367 671 0 /templets/moban1/style/editor.js - -
d:\iislog\W3SVC\ra140831.ibl 212904 USER-1A7617C508 132273000 2014-08-31 06:22:29 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 156 381 687 0 /templets/moban1/images/nav.gif - -
d:\iislog\W3SVC\ra140831.ibl 212906 USER-1A7617C508 132273000 2014-08-31 06:22:30 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 3343 95629 664 0 /a/wenzhangnarong/suijiwenzhang/20140831/2.html - -
d:\iislog\W3SVC\ra140831.ibl 212909 USER-1A7617C508 132273000 2014-08-31 06:22:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 937 26905 689 0 /templets/moban1/images/sdcms.gif - -
d:\iislog\W3SVC\ra140831.ibl 212914 USER-1A7617C508 132273000 2014-08-31 06:22:32 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 213104 USER-1A7617C508 132273000 2014-08-31 06:23:08 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 23689 640 0 /dede/catalog_main.php - -
d:\iislog\W3SVC\ra140831.ibl 213151 USER-1A7617C508 132273000 2014-08-31 06:23:12 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 31 336 667 0 /dede/catalog_do.php cid=10&dopost=listArchives -
d:\iislog\W3SVC\ra140831.ibl 213154 USER-1A7617C508 132273000 2014-08-31 06:23:12 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 9102 661 0 /dede/content_list.php channelid=1&cid=10 -
d:\iislog\W3SVC\ra140831.ibl 213213 USER-1A7617C508 132273000 2014-08-31 06:23:18 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 46 4637 645 0 /dede/makehtml_archives.php - -
d:\iislog\W3SVC\ra140831.ibl 213223 USER-1A7617C508 132273000 2014-08-31 06:23:19 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 109 1116 696 0 /dede/makehtml_archives_action.php typeid=0&startid=&endid=&pagesize=20 -
d:\iislog\W3SVC\ra140831.ibl 213271 USER-1A7617C508 132273000 2014-08-31 06:23:28 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 4998 645 0 /dede/makehtml_homepage.php - -
d:\iislog\W3SVC\ra140831.ibl 213276 USER-1A7617C508 132273000 2014-08-31 06:23:30 183.36.68.160 112.121.182.140 80 POST HTTP/1.1 200 0 46 348 867 0 /dede/makehtml_homepage.php - -
d:\iislog\W3SVC\ra140831.ibl 213295 USER-1A7617C508 132273000 2014-08-31 06:23:31 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 234 94482 608 0 /index.php - -
d:\iislog\W3SVC\ra140831.ibl 213603 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 15 1461 174 0 /favicon.ico - -
d:\iislog\W3SVC\ra140831.ibl 213604 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 171 2268 651 0 /templets/moban1/images/logo.gif - -
d:\iislog\W3SVC\ra140831.ibl 213607 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 203 2861 649 0 /templets/moban1/images/14.gif - -
d:\iislog\W3SVC\ra140831.ibl 213609 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 281 2344 649 0 /templets/moban1/images/13.gif - -
d:\iislog\W3SVC\ra140831.ibl 213611 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 343 3368 648 0 /templets/moban1/images/b.gif - -
d:\iislog\W3SVC\ra140831.ibl 213612 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 296 3566 648 0 /templets/moban1/images/a.gif - -
d:\iislog\W3SVC\ra140831.ibl 213613 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 234 1881 649 0 /templets/moban1/images/12.gif - -
d:\iislog\W3SVC\ra140831.ibl 213618 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 500 12553 633 0 /templets/moban1/style/sdcms.js - -
d:\iislog\W3SVC\ra140831.ibl 213623 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 640 22574 614 0 /templets/moban1/style/sdcms.css - -
d:\iislog\W3SVC\ra140831.ibl 213626 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 109 1485 649 0 /templets/moban1/images/11.gif - -
d:\iislog\W3SVC\ra140831.ibl 213627 USER-1A7617C508 132273000 2014-08-31 06:23:54 183.36.68.160 112.121.182.140 80 GET HTTP/1.1 200 0 62 381 650 0 /templets/moban1/images/nav.gif - -
